"Date","Review"
"May 25, 2015","It really helps make my commute better than what it really is."
"January 27, 2016","Great app"
"December 31, 2015","Great selection"
"January 27, 2016","thank you"
"January 31, 2016","Love it!"
"March 1, 2015","Really enjoy Spotify on computer. This app seems to work fine on my kindle too."
"November 27, 2014","Very good app for my kindle fire. It most always has the music I want. Great quality sound also."
"January 18, 2016","Amazing app"
"September 30, 2015","great stuff I like it when girls to"
"January 28, 2016","Love it on my kindle"
"November 6, 2014","Fantastic music app, choose your own music to listen to, one thing NEEDS TO BE UPGRADED, HELLO, ...."
"March 2, 2016","A"
"March 11, 2015","Absolutely perfect love the crossfade. Just wish they had more older artists."
"February 4, 2016","Love it"
"November 5, 2015","I thank this app is awesome"
"January 21, 2015","This app converted me from Slacker. Create you're own lists and discover great music."
"November 5, 2014","Excellent app. Allows me to view all of my music playlists and library and to search for new music."
"January 16, 2015","I love PICKING the music i want to listen to to while doing other things on my kindle."
"December 16, 2014","I love the selection of music on spotify. I am also enjoying the new ""shuffle play""."
"August 18, 2014","I LOVE THIS APP U CAN HEAR THE MUSIC U SEARCH AND LOVE NOT LIKE PANDORA U HAVE TO WAIT TELL IT SONG FINALLY PLAYS."
"January 7, 2016","Love the app!"
"April 26, 2017","I've been a paid subscriber since 2012. Many updates, a font change, and a new color for the logo later, the customized playlists have gotten better, the UI improved, and I'm STILL finding new music."
"August 23, 2015","Reliable, on-demand, free, great Playlists."
"July 21, 2015","excellent! Easy to use and the selection is great!"
"March 24, 2015","All my music is there, I really love the music catalog and all the artist."
"March 12, 2016","Love it. More songs"
"August 8, 2015","I think it is a great app😎😎😎😎😎🐱🐱🐱🐱🐱"
"July 2, 2014","One of the greatest music apps out currently."
"August 6, 2014","Great app I use it all the time wish it could be available literally all the time. Love listening to music on spotify"
"December 28, 2015","Ok music source"
"June 20, 2015","It is extremely good but it won't let me listen offline."
"January 24, 2016","Excellent"
"September 27, 2015","I love it better than anything else"
"February 15, 2016","good"
"July 20, 2014","Great! I don't know why I haven't download it before. All kind of music, for all kind of people. It just made my day. :)"
"July 31, 2014","It is a good app and i think everyone should get it. U can create ur own play list and put as many songs u want on it."
"July 10, 2015","Awesome one I found all of my favorite music in this"
"April 26, 2015","Great all around music app, competitor to Pandora and Iheart radio."
"February 19, 2016","Gr8"
"November 2, 2014","This app is ok. It tells me to subscribe in order to listen to music off line and I don't like that."
"September 8, 2015","Spotify is the best music app🙌🔊🔊🎶🎼"
"January 9, 2016","It's AWESOME"
"January 18, 2016","Love this."
"August 20, 2014","This is a very great app for free. Although premium is the best experience you can get which does cost money."
"January 18, 2016","I like it."
"February 23, 2016","ok"
"December 22, 2014","My only complaint is the forced shuffle without a premium membership. Otherwise I love it."
"December 27, 2014","I love Spotify. One reason is because you can pick your own songs. It's not like a radio."
"January 8, 2016","It's amazing"
"January 22, 2016","Excellent"
"February 4, 2016","Sgreat"
"September 4, 2014","It is a very good music app. You get almost all the music that you want. They give you the very best quality."
"November 1, 2015","Is great you just need wifi"
"November 17, 2014","It's great!"
"June 16, 2014","Great music anytime.Love it! I have found all my old faves and some great new music!! Recommend to all music lovers."
"February 4, 2016","Great!"
"September 25, 2014","Love how it has so many artists and you can make your own playlist out of them. I'd say better than Pandora"
"December 11, 2014","I am able to listen to all of my favorite music and listen to brand new music. What a bonus!"
"July 26, 2015","Love this version MUCH MUCH better thank you!!!!"
"September 15, 2015","Really helps me keep a positive mood!"
"February 15, 2015","Spotify is my go to radio station. I can choose what I want to hear. Love that."
"December 24, 2015","I love Spotify!"
"January 29, 2016","Love it"
"September 10, 2015","Works really well, no problems so far."
"December 1, 2015","Best music app ever."
"February 14, 2015","This app is amazing but I need to know how to upgrade to premium please tell me"
"May 22, 2015","It's ok, but it said to get premium version. I don't want to."
"January 20, 2016","great app"
"January 2, 2016","Just love it!"
"October 7, 2015","Makes me think about subscirbing"
"June 26, 2015","Not a big variety of oldies, but what is there is good"
"September 22, 2014","If only u didn't have to pay to hear the song you wanted to hear in the moment but its free on the computer"
"December 5, 2015","The best Music"
"August 26, 2015","Easy to have my choice of music available"
"July 31, 2014","I have tried several music sources . Loved spotify for the simple easy to to use control and great variety of music ."
"July 5, 2015","One of the better music apps. Better than the rest."
"October 28, 2014","I wish it would work because I love music it is my escape and this app isn't letting me listen to it"
"December 27, 2015","There's no reason to NOT get it. All your excuses go out the window now!  On Amazon, compared to Itunes or Google Play, Spotify let's you CHOOSE the song. It lets you CREATE playlists. It lets you SHARE the song...  Spotify has done an excellent job. Although Amazon seems to suck for not having the top app and games like Clash of Clans, everyone can find a way to do that. But exclusively to Amazon, Spotify gave its users the abilities that no other app store is capable of.  All the negative reviews are lies. It's probably something the user did to their device over time(you know what I'm talking about).  I totally recommend this app. Free music for life! Not very many ads, either, which is nice.  Enjoy!"
"September 12, 2015","Awesome! Just wish I had premium"
"December 28, 2014","Really easy to use your can listen to any song I strongly recommend you to get this app."
"February 24, 2015","All ur favourite songs albums and u can find so many different songs on browse"
"December 12, 2014","I live this app it is good great I can play my music anywhere anytime best app ever love it"
"November 6, 2014","This is much better than I heart radio, you can choose anything you want on here whenever you want"
